id,NO,station,key,year,date,from_time,RH,SO2,CO,O3,PM25,NOX,WS,WD,NO2,CH4,NH3,BENZ,TOLU,TEMP,SR,AT,PM10,PRES,ETHYL,NMHC,THC
17398,2.08,BTM,BTM_02_11_2015_12_00_00,2015,02/11/2015,12:00:00,62.92,1.75,0.58,,27.57,4.6,,,7.83,,,,,29.72,,,,760.82,,,
17399,8.79,BTM,BTM_02_11_2015_16_00_00,2015,02/11/2015,16:00:00,82.9,1.04,0.67,,39.26,13.05,,,14.2,,,,,26.71,,,,763.32,,,
17400,13.09,BTM,BTM_02_11_2015_20_00_00,2015,02/11/2015,20:00:00,89.77,1.28,0.77,,59.36,17.11,,,15.96,,,,,25.92,,,,767.85,,,
17401,0.09,BTM,BTM_03_11_2015_08_00_00,2015,03/11/2015,08:00:00,78.25,2,,,8.5,1.85,,,7.35,,,,,27.5,,,,766.72,,,
17402,2.49,BTM,BTM_03_11_2015_20_00_00,2015,03/11/2015,20:00:00,89.9,1.31,2.01,,16.91,7.01,,,13.17,,,,,25.13,,,,769.35,,,
17403,2.27,BTM,BTM_04_11_2015_00_00_00,2015,04/11/2015,00:00:00,90.19,1.06,1.64,,6.49,4.8,,,7.27,,,,,24.64,,,,766.52,,,
17404,2.89,BTM,BTM_04_11_2015_04_00_00,2015,04/11/2015,04:00:00,89.8,1.7,1.26,,12.53,5,,,6.74,,,,,24.64,,,,766.21,,,
17405,1.97,BTM,BTM_04_11_2015_08_00_00,2015,04/11/2015,08:00:00,69.68,2,,,7.57,5.74,,,11.25,,,,,29.41,,,,764.91,,,
17406,3.27,BTM,BTM_04_11_2015_12_00_00,2015,04/11/2015,12:00:00,67.25,1.5,1.42,,11.34,8.65,,,14.6,,,,,29.58,,,,760.27,,,
17407,3.13,BTM,BTM_04_11_2015_16_00_00,2015,04/11/2015,16:00:00,87.95,,1.14,,37.08,6.8,,,10.06,,,,,25.91,,,,763.73,,,
17408,11.33,BTM,BTM_04_11_2015_20_00_00,2015,04/11/2015,20:00:00,88.82,,0.96,,34.17,15.52,,,15.4,,,,,25.8,,,,767.27,,,
17409,2.42,BTM,BTM_05_11_2015_00_00_00,2015,05/11/2015,00:00:00,88.62,,0.22,,22.3,5.12,,,7.7,,,,,25.3,,,,765.48,,,
17410,3.18,BTM,BTM_05_11_2015_04_00_00,2015,05/11/2015,04:00:00,89.65,,0.13,,20.67,6.66,,,9.69,,,,,24.81,,,,766.02,,,
17411,3.58,BTM,BTM_05_11_2015_08_00_00,2015,05/11/2015,08:00:00,73.2,12.59,0.27,,92.3,6.54,,,10.51,,,,,27.86,,,,766.18,,,
17412,2.68,BTM,BTM_05_11_2015_12_00_00,2015,05/11/2015,12:00:00,55.24,2,,,3.85,6.77,,,26.07,,,,,30.34,,,,758.77,,,
17413,11.67,BTM,BTM_05_11_2015_16_00_00,2015,05/11/2015,16:00:00,58.07,1.69,0.79,,9.37,21.32,,,27.91,,,,,29.01,,,,761.43,,,
17414,24.26,BTM,BTM_05_11_2015_20_00_00,2015,05/11/2015,20:00:00,72.08,0.45,1.02,,63.65,30.13,,,25.55,,,,,26.53,,,,766.94,,,
17415,2.25,BTM,BTM_06_11_2015_00_00_00,2015,06/11/2015,00:00:00,88.48,1.5,0.3,,52.37,5.4,,,8.54,,,,,25.25,,,,764.78,,,
17416,4.5,BTM,BTM_06_11_2015_04_00_00,2015,06/11/2015,04:00:00,89.82,2,0.35,,46.44,7.55,,,9.52,,,,,24.89,,,,764.56,,,
17417,5.31,BTM,BTM_06_11_2015_08_00_00,2015,06/11/2015,08:00:00,63.49,1.96,0.72,,30.98,11.13,,,17.02,,,,,29.01,,,,763.06,,,
17418,3.67,BTM,BTM_06_11_2015_12_00_00,2015,06/11/2015,12:00:00,52.41,1.79,0.5,,8.37,10.24,,,17.81,,,,,30.32,,,,758.31,,,
17419,4.84,BTM,BTM_06_11_2015_20_00_00,2015,06/11/2015,20:00:00,77.85,1.35,0.93,,0.86,9.65,,,13.42,,,,,26.38,,,,766.36,,,
17420,2.67,BTM,BTM_07_11_2015_00_00_00,2015,07/11/2015,00:00:00,86.36,1.45,0.65,,8.38,5.58,,,8.26,,,,,25.23,,,,764.41,,,
17421,4.17,BTM,BTM_07_11_2015_04_00_00,2015,07/11/2015,04:00:00,84.15,1.31,0.53,,26.71,8.25,,,11.44,,,,,24.95,,,,765.3,,,
17422,3.63,BTM,BTM_07_11_2015_08_00_00,2015,07/11/2015,08:00:00,67.56,1.19,0.46,,38.37,7.5,,,10.74,,,,,27.88,,,,765.09,,,
17423,2.66,BTM,BTM_07_11_2015_12_00_00,2015,07/11/2015,12:00:00,58.25,2,0.56,,15.04,5.26,,,11.73,,,,,29.44,,,,759.61,,,
17424,6.57,BTM,BTM_07_11_2015_16_00_00,2015,07/11/2015,16:00:00,62.05,2.23,0.77,,23.34,13.74,,,19.04,,,,,28.27,,,,761.29,,,
17425,4.95,BTM,BTM_07_11_2015_20_00_00,2015,07/11/2015,20:00:00,70.72,1.48,0.6,,38.43,11.8,,,17.52,,,,,26.62,,,,766.62,,,
17426,2.37,BTM,BTM_08_11_2015_00_00_00,2015,08/11/2015,00:00:00,77.28,1.61,0.38,,34.68,6.42,,,10.43,,,,,25.47,,,,764.94,,,
17427,3.01,BTM,BTM_08_11_2015_04_00_00,2015,08/11/2015,04:00:00,82.04,1.39,0.73,,45.58,7.15,,,10.97,,,,,24.45,,,,765.29,,,
17428,4.04,BTM,BTM_08_11_2015_08_00_00,2015,08/11/2015,08:00:00,73.49,1.59,0.82,,45.73,7.9,,,10.93,,,,,27.28,,,,765.85,,,
17429,4.24,BTM,BTM_08_11_2015_12_00_00,2015,08/11/2015,12:00:00,63.35,1.46,0.89,,15.38,8.47,,,11.79,,,0.69,1.7,28.94,,,,760.45,0.17,,
17430,4.97,BTM,BTM_08_11_2015_16_00_00,2015,08/11/2015,16:00:00,68.89,1.04,0.68,,60.99,10.52,,,14.83,,,43.2,58.1,27.41,,,,762.74,150.98,,
17431,3.84,BTM,BTM_08_11_2015_20_00_00,2015,08/11/2015,20:00:00,74.68,1.58,0.01,,63.48,9.44,,,14.38,,,14.16,49.67,26.35,,,,765.29,235.41,,
17432,2.19,BTM,BTM_09_11_2015_00_00_00,2015,09/11/2015,00:00:00,79.62,1.47,,,32.56,4.93,,,7.66,,,5.17,15.56,25.65,,,,762.14,74.32,,
17433,3.02,BTM,BTM_09_11_2015_04_00_00,2015,09/11/2015,04:00:00,81.55,1.68,0.56,,43.27,6.69,,,10,,,3.55,7.15,25.45,,,,761.9,44.93,,
17434,5.85,BTM,BTM_09_11_2015_08_00_00,2015,09/11/2015,08:00:00,81.85,0.93,0.77,,78.06,12.12,,,16.79,,,0.67,0.14,25.45,,,,763.39,51.18,,
17435,7.7,BTM,BTM_09_11_2015_12_00_00,2015,09/11/2015,12:00:00,87.43,0.75,0.75,,52.99,14.17,,,18.18,,,4.67,35.5,25.13,,,,761.08,10.95,,
17436,10.64,BTM,BTM_09_11_2015_16_00_00,2015,09/11/2015,16:00:00,90.19,1.91,1.93,,7588.36,17.13,,,21.98,,,9.91,36.79,24.71,,,,759.74,8.11,,
17437,4.77,BTM,BTM_10_11_2015_08_00_00,2015,10/11/2015,08:00:00,88.57,3.05,2.66,,,11.2,,,16.6,,,2.5,10.34,24.58,,,,761.04,14.76,,
17438,3.42,BTM,BTM_10_11_2015_12_00_00,2015,10/11/2015,12:00:00,88.14,1.85,1.03,,14.28,8.36,,,12.05,,,2.74,20.2,24.75,,,,757.82,5.46,,
17439,4.08,BTM,BTM_10_11_2015_16_00_00,2015,10/11/2015,16:00:00,90,2.39,0.52,,23.9,10.18,,,14.62,,,1.55,16.85,24.24,,,,758.64,6.31,,
17440,4.57,BTM,BTM_10_11_2015_20_00_00,2015,10/11/2015,20:00:00,90.19,2.08,0.68,,97.02,10.61,,,14.76,,,1.52,11.27,24.06,,,,761.44,3.84,,
17441,0.41,BTM,BTM_11_11_2015_00_00_00,2015,11/11/2015,00:00:00,90.19,3.23,1.39,,49.6,3.03,,,5.59,,,0.62,3.31,24.05,,,,759.48,0.7,,
17442,1.63,BTM,BTM_11_11_2015_04_00_00,2015,11/11/2015,04:00:00,90.19,3.46,1.47,,18.02,5.1,,,7.96,,,0.47,0.96,24.3,,,,759.76,0.78,,
17443,1.36,BTM,BTM_11_11_2015_08_00_00,2015,11/11/2015,08:00:00,90.19,3.42,1.31,,28.38,3.79,,,5.68,,,0.53,0.83,24.91,,,,763.43,1.39,,
17444,0.38,BTM,BTM_11_11_2015_12_00_00,2015,11/11/2015,12:00:00,87.21,3.49,1.11,,15.44,2.04,,,3.62,,,0.71,1.65,25.79,,,,760.47,0.31,,
17445,0.76,BTM,BTM_11_11_2015_16_00_00,2015,11/11/2015,16:00:00,85.36,3.48,1.14,,20.97,3.29,,,5.58,,,0.81,2.77,25.82,,,,761.77,0.24,,
17446,2.22,BTM,BTM_11_11_2015_20_00_00,2015,11/11/2015,20:00:00,89.66,3.65,1.1,,222.47,6.63,,,7.93,,,0.71,2.93,25.26,,,,766.3,0.44,,
17447,2.31,BTM,BTM_12_11_2015_00_00_00,2015,12/11/2015,00:00:00,90.18,5.52,1.37,,69.17,5.68,,,4.97,,,0.29,0.38,24.7,,,,764.8,0.26,,
17448,3.05,BTM,BTM_12_11_2015_04_00_00,2015,12/11/2015,04:00:00,90.19,5.59,1.44,,24.65,7.04,,,6.61,,,0.24,0.55,24.68,,,,764.93,0.3,,
17449,3.32,BTM,BTM_12_11_2015_08_00_00,2015,12/11/2015,08:00:00,83.74,4.61,1.21,,21.35,7.03,,,6.54,,,0.44,1.52,26.32,,,,767.06,1.72,,
17450,3.79,BTM,BTM_12_11_2015_12_00_00,2015,12/11/2015,12:00:00,76.25,1.58,0.78,,15.49,8.18,,,8.08,,,0.61,2.9,27.59,,,,763.43,0.24,,
17451,12.56,BTM,BTM_12_11_2015_16_00_00,2015,12/11/2015,16:00:00,81.04,1.04,1.24,,19.16,18.4,,,15.36,,,1.72,14.5,26.91,,,,764.28,2.33,,
17452,2.85,BTM,BTM_12_11_2015_20_00_00,2015,12/11/2015,20:00:00,90.19,2.21,2.18,,10.26,9.63,,,12.73,,,1.16,4.7,24.42,,,,770.28,1.49,,
17453,2.32,BTM,BTM_13_11_2015_00_00_00,2015,13/11/2015,00:00:00,87.29,1.49,2.05,,15.53,7.02,,,7.7,,,0.38,1.16,23.12,,,,768.48,0.17,,
17454,6.4,BTM,BTM_13_11_2015_04_00_00,2015,13/11/2015,04:00:00,75.36,2.01,1.14,,35.85,12.55,,,12.8,,,0.49,1.06,23.41,,,,768.37,0.44,,
17455,9.72,BTM,BTM_13_11_2015_08_00_00,2015,13/11/2015,08:00:00,76.5,0.82,1.2,,51.89,19.64,,,22.25,,,1.25,1.69,24.43,,,,770.64,1.02,,
17456,5.62,BTM,BTM_13_11_2015_12_00_00,2015,13/11/2015,12:00:00,67.32,1.41,1.02,,13.1,14.01,,,16.98,,,1.24,5.13,25.94,,,,765.3,1.45,,
17457,17.15,BTM,BTM_13_11_2015_16_00_00,2015,13/11/2015,16:00:00,72.96,1.27,1.25,,7.08,27.09,,,26.15,,,2.02,9.4,25.37,,,,765.64,5.27,,
17458,13.84,BTM,BTM_13_11_2015_20_00_00,2015,13/11/2015,20:00:00,79.36,0.48,1.14,,6.65,24.38,,,25.66,,,0.84,4.63,24.38,,,,768.34,2.99,,
17459,3,BTM,BTM_14_11_2015_00_00_00,2015,14/11/2015,00:00:00,83.11,1.31,0.86,,6.42,11.03,,,14.88,,,0.55,1.89,22.94,,,,766.34,0.54,,
17460,7.06,BTM,BTM_14_11_2015_04_00_00,2015,14/11/2015,04:00:00,86.69,1.47,1.09,,6.58,15.55,,,17.93,,,0.04,0.09,22.23,,,,765.91,1.09,,
17461,5.31,BTM,BTM_14_11_2015_08_00_00,2015,14/11/2015,08:00:00,66.1,1.05,1.1,,9.34,14,,,17.43,,,1.3,0.95,25.33,,,,765.81,1.33,,
17462,4.66,BTM,BTM_14_11_2015_12_00_00,2015,14/11/2015,12:00:00,50.19,2.18,1.01,,9.84,11.66,,,13.65,,,0.9,3.42,27.56,,,,760.13,0.98,,
17463,8.65,BTM,BTM_14_11_2015_16_00_00,2015,14/11/2015,16:00:00,61.99,1.28,1.08,,4.95,18.2,,,20.94,,,1.05,6.98,25.88,,,,762.12,2.4,,
17464,6.34,BTM,BTM_14_11_2015_20_00_00,2015,14/11/2015,20:00:00,74.66,0.7,1.04,,7.39,15.56,,,19.05,,,1.13,6.96,24.76,,,,765.71,2.22,,
17465,2.79,BTM,BTM_15_11_2015_00_00_00,2015,15/11/2015,00:00:00,81.44,1.28,1,,6.46,10.24,,,13.59,,,0.75,3.1,23.98,,,,763.2,0.4,,
17466,3.12,BTM,BTM_15_11_2015_04_00_00,2015,15/11/2015,04:00:00,86.09,1.51,1.17,,7.06,9.36,,,11.28,,,0.43,1.21,23.66,,,,763.01,0.27,,
17467,4.41,BTM,BTM_15_11_2015_08_00_00,2015,15/11/2015,08:00:00,83.26,1.85,1.3,,7.42,12.19,,,15.1,,,0.64,3.71,24.31,,,,765.41,0.36,,
17468,4.9,BTM,BTM_15_11_2015_12_00_00,2015,15/11/2015,12:00:00,89.29,1,1.32,,7.61,13.07,,,16.16,,,0.67,3.02,23.78,,,,763.01,0.99,,
17469,4.66,BTM,BTM_15_11_2015_16_00_00,2015,15/11/2015,16:00:00,89.57,1.21,1.45,,6.88,12.66,,,15.68,,,1.04,5.61,24,,,,761.73,0.95,,
17470,3.23,BTM,BTM_15_11_2015_20_00_00,2015,15/11/2015,20:00:00,90.17,1.71,1.36,,7.58,9.6,,,11.6,,,0.52,1.36,23.72,,,,763.91,1.19,,
17471,2.23,BTM,BTM_16_11_2015_00_00_00,2015,16/11/2015,00:00:00,89.78,2.27,1.3,,7.81,5.8,,,5.32,,,0.17,0.32,22.9,,,,761.54,0.13,,
17472,3.74,BTM,BTM_16_11_2015_04_00_00,2015,16/11/2015,04:00:00,90.2,2.69,1.22,,6.75,8.79,,,9.16,,,0.37,0.6,23.27,,,,760.94,0.19,,
17473,2.97,BTM,BTM_16_11_2015_08_00_00,2015,16/11/2015,08:00:00,90.13,4.81,0.94,,2.45,7.32,,,11.4,,,,,24.77,,,,762.43,,,
17474,5.86,BTM,BTM_16_11_2015_12_00_00,2015,16/11/2015,12:00:00,87.61,15.15,1.79,,54.37,11.92,,,12.32,,,2,6.19,25.29,,,,759.01,0.95,,
17475,7.13,BTM,BTM_16_11_2015_16_00_00,2015,16/11/2015,16:00:00,84.44,1.37,1.69,,9.99,13.87,,,14.38,,,1.13,6.42,24.6,,,,759.78,0.57,,
17476,5.36,BTM,BTM_16_11_2015_20_00_00,2015,16/11/2015,20:00:00,87.92,1.26,1.01,,7.2,11.76,,,12.77,,,0.44,2.24,24.05,,,,762.68,1.58,,
17477,2.64,BTM,BTM_17_11_2015_00_00_00,2015,17/11/2015,00:00:00,89.97,1.85,0.85,,8.13,6.66,,,6.48,,,0.29,0.79,23.74,,,,760.64,0.31,,
17478,3.94,BTM,BTM_17_11_2015_04_00_00,2015,17/11/2015,04:00:00,90.19,1.28,0.86,,6.66,8.84,,,8.95,,,0.25,1.47,23.56,,,,760.77,0.22,,
17479,8.54,BTM,BTM_17_11_2015_08_00_00,2015,17/11/2015,08:00:00,85.76,1.68,1.19,,7.74,15.01,,,14.56,,,1.46,2.8,24.71,,,,762.62,1.71,,
17480,6.78,BTM,BTM_17_11_2015_12_00_00,2015,17/11/2015,12:00:00,80.71,1.29,1.1,,9.11,13,,,13.14,,,1.4,12.33,25.73,,,,759.37,5.41,,
17481,8.12,BTM,BTM_18_11_2015_16_00_00,2015,18/11/2015,16:00:00,87.05,2.02,1.43,,2.63,15.61,,,16.43,,,0.58,4.13,25.23,,,,763.69,3.54,,
17482,9.18,BTM,BTM_18_11_2015_20_00_00,2015,18/11/2015,20:00:00,90.17,1.67,1.47,,3.56,16.43,,,16.5,,,0.92,6.12,24.77,,,,765.15,1.08,,
17483,4.88,BTM,BTM_19_11_2015_00_00_00,2015,19/11/2015,00:00:00,90.2,1.41,1.47,,2.55,12.35,,,14.71,,,0.91,6.43,24.71,,,,764.16,,,
17484,3.79,BTM,BTM_19_11_2015_08_00_00,2015,19/11/2015,08:00:00,87.56,3.63,1.94,,56.16,8.05,,,8.04,,,0.63,2.25,25.63,,,,764.71,0.53,,
17485,2.51,BTM,BTM_19_11_2015_12_00_00,2015,19/11/2015,12:00:00,75.82,1.55,1.99,,14.45,6.12,,,5.56,,,0.47,0.64,27.51,,,,760.01,0.36,,
17486,4.65,BTM,BTM_19_11_2015_16_00_00,2015,19/11/2015,16:00:00,78.13,1.28,1.65,,3.36,9.88,,,9.99,,,0.03,0.1,27.19,,,,761.49,1.05,,
17487,3.79,BTM,BTM_19_11_2015_20_00_00,2015,19/11/2015,20:00:00,87.76,1.83,0.99,,2.74,8.3,,,8.09,,,,0.09,25.8,,,,765.27,0.6,,
17488,2.26,BTM,BTM_20_11_2015_00_00_00,2015,20/11/2015,00:00:00,89.19,2.02,0.59,,3.7,5.17,,,4.01,,,,0.08,25.22,,,,763.05,0.17,,
17489,3.21,BTM,BTM_20_11_2015_04_00_00,2015,20/11/2015,04:00:00,89.77,1.73,0.69,,2.93,6.4,,,5.08,,,0.37,0.07,25.07,,,,763.61,0.17,,
17490,3.38,BTM,BTM_20_11_2015_08_00_00,2015,20/11/2015,08:00:00,85.34,2.08,1.1,,4.73,6.77,,,5.57,,,0.03,0.11,26.06,,,,765.08,0.49,,
17491,2.37,BTM,BTM_20_11_2015_12_00_00,2015,20/11/2015,12:00:00,78.19,2.09,1.04,,7.13,5.15,,,3.8,,,,0.02,27.16,,,,762.6,0.03,,
17492,1.79,BTM,BTM_20_11_2015_16_00_00,2015,20/11/2015,16:00:00,89.42,2.68,1.17,,85.14,4.25,,,4.72,,,,,25.2,,,,765.58,0.15,,
17493,4.88,BTM,BTM_20_11_2015_20_00_00,2015,20/11/2015,20:00:00,90.19,2.97,1.3,,59.73,8.3,,,6.41,,,0.05,0.08,24.45,,,,767.11,0.83,,
17494,3.06,BTM,BTM_21_11_2015_00_00_00,2015,21/11/2015,00:00:00,90.2,1.86,1.27,,13.19,6.25,,,4.98,,,0.06,0.09,24.51,,,,764.53,0.24,,
17495,3.35,BTM,BTM_21_11_2015_04_00_00,2015,21/11/2015,04:00:00,90.2,1.83,1.23,,9.34,6.59,,,5.25,,,0.19,0.11,24.63,,,,764.87,0.57,,
17496,3.5,BTM,BTM_21_11_2015_08_00_00,2015,21/11/2015,08:00:00,86.38,1.43,1.28,,10.07,6.83,,,5.5,,,0.03,0.08,25.97,,,,765.86,0.58,,
17497,4.14,BTM,BTM_21_11_2015_12_00_00,2015,21/11/2015,12:00:00,75.56,1.44,1.19,,11.12,7.9,,,6.72,,,,0.08,27.6,,,,760.45,0.58,,
17498,4.97,BTM,BTM_21_11_2015_16_00_00,2015,21/11/2015,16:00:00,75.42,1.65,1.19,,8.24,9.3,,,8.32,,,0.25,0.09,27.56,,,,761.13,0.96,,
17499,3.54,BTM,BTM_21_11_2015_20_00_00,2015,21/11/2015,20:00:00,86.9,0.88,1.13,,7.5,7.8,,,7.42,,,0.04,0.08,25.38,,,,766.13,0.77,,
17500,2.58,BTM,BTM_22_11_2015_00_00_00,2015,22/11/2015,00:00:00,89.3,1.53,1.03,,8.68,6.49,,,6.23,,,,0.08,24.92,,,,763.94,0.21,,
17501,2.88,BTM,BTM_22_11_2015_04_00_00,2015,22/11/2015,04:00:00,89.87,2.02,1,,9.43,6.6,,,5.98,,,0.03,0.1,24.91,,,,763.69,0.13,,
17502,3.27,BTM,BTM_22_11_2015_08_00_00,2015,22/11/2015,08:00:00,81.52,1.92,1.1,,9.74,6.55,,,5.29,,,0.05,0.08,26.58,,,,765.14,0.31,,
17503,3.19,BTM,BTM_22_11_2015_12_00_00,2015,22/11/2015,12:00:00,82.21,1.87,1.11,,9.11,6.53,,,5.36,,,0.03,0.08,26.78,,,,761.68,0.27,,
17504,3.16,BTM,BTM_22_11_2015_16_00_00,2015,22/11/2015,16:00:00,85.87,1.71,1.09,,6.71,6.93,,,6.23,,,,0.11,25.66,,,,763.12,0.4,,
17505,2.45,BTM,BTM_22_11_2015_20_00_00,2015,22/11/2015,20:00:00,88.89,1.56,1.03,,8.54,5.72,,,4.84,,,0.13,0.11,24.96,,,,767,0.25,,
17506,2.17,BTM,BTM_23_11_2015_00_00_00,2015,23/11/2015,00:00:00,89.65,1.85,1.07,,9.79,4.86,,,3.51,,,0.05,0.1,24.37,,,,764.91,0.11,,
17507,2.05,BTM,BTM_23_11_2015_04_00_00,2015,23/11/2015,04:00:00,90.2,1.97,1.04,,8.05,4.79,,,3.54,,,,,24.28,,,,763.78,0.09,,
17508,2.87,BTM,BTM_23_11_2015_08_00_00,2015,23/11/2015,08:00:00,80.74,2.45,1.69,,81.1,5.5,,,4.8,,,,0.08,27.16,,,,766.41,0.28,,
17509,2.81,BTM,BTM_23_11_2015_12_00_00,2015,23/11/2015,12:00:00,80.39,1.98,1.61,,50.26,6.03,,,4.93,,,0.08,0.11,27.06,,,,762.9,0.28,,
17510,3.7,BTM,BTM_23_11_2015_16_00_00,2015,23/11/2015,16:00:00,88.42,2.72,1.35,,19.75,8.04,,,8.64,,,0.05,0.15,25.68,,,,764.62,0.27,,
17511,4.12,BTM,BTM_23_11_2015_20_00_00,2015,23/11/2015,20:00:00,90.19,1.24,1.3,,23.88,8.73,,,8.46,,,0.19,0.05,24.84,,,,768.68,0.8,,
17512,2.41,BTM,BTM_24_11_2015_00_00_00,2015,24/11/2015,00:00:00,90.19,2.52,1.22,,5.21,6.68,,,6.88,,,,0.08,24.24,,,,767.11,0.47,,
17513,2.45,BTM,BTM_24_11_2015_04_00_00,2015,24/11/2015,04:00:00,90.19,1.95,1.18,,2.84,5.95,,,5.31,,,,0.09,23.74,,,,766.9,0.16,,
17514,3.07,BTM,BTM_24_11_2015_08_00_00,2015,24/11/2015,08:00:00,86.54,2.04,1.19,,3.28,6.77,,,6.05,,,0.07,0.08,25.52,,,,768.29,0.21,,
17515,2.48,BTM,BTM_24_11_2015_12_00_00,2015,24/11/2015,12:00:00,72.95,1.56,1.18,,6.8,5.68,,,5.38,,,,0.15,27.78,,,,762.83,0.31,,
17516,4.1,BTM,BTM_24_11_2015_16_00_00,2015,24/11/2015,16:00:00,70.54,1.39,1.28,,10.76,9.6,,,10.27,,,0.54,0.09,26.83,,,,763.61,1.03,,
17517,4.35,BTM,BTM_24_11_2015_20_00_00,2015,24/11/2015,20:00:00,80.59,1.44,1.09,,7.68,11.56,,,13.91,,,0.32,0.09,24.95,,,,768.12,1.25,,
17518,2.23,BTM,BTM_25_11_2015_00_00_00,2015,25/11/2015,00:00:00,89.72,1.85,1.02,,9.03,5.93,,,5.6,,,0.11,0.07,24.05,,,,766.29,0.49,,
17519,2.77,BTM,BTM_25_11_2015_04_00_00,2015,25/11/2015,04:00:00,90.13,1.41,1.09,,6.43,6.64,,,6.29,,,0.04,0.14,23.26,,,,766.03,0.28,,
17520,3.52,BTM,BTM_25_11_2015_08_00_00,2015,25/11/2015,08:00:00,62.06,1.58,1.31,,10.59,8.8,,,9.51,,,0.46,0.18,26.52,,,,765.97,0.28,,
17521,2.28,BTM,BTM_25_11_2015_12_00_00,2015,25/11/2015,12:00:00,47.67,2.24,1.33,,116.85,6.64,,,7.95,,,0.16,0.07,28.75,,,,760.55,0.76,,
17522,3.39,BTM,BTM_25_11_2015_16_00_00,2015,25/11/2015,16:00:00,53.54,2.3,1.42,,84.85,9.2,,,10.52,,,0.08,0.14,27.28,,,,763.12,0.78,,
17523,4.44,BTM,BTM_25_11_2015_20_00_00,2015,25/11/2015,20:00:00,74.9,1.01,1.23,,11.55,11,,,12.63,,,0.87,0.09,24.77,,,,768.69,1.69,,
17524,2.62,BTM,BTM_26_11_2015_00_00_00,2015,26/11/2015,00:00:00,86.84,1.71,1.01,,8.88,7.71,,,8.65,,,0.06,0.11,23.68,,,,767.8,0.64,,
17525,6.17,BTM,BTM_26_11_2015_04_00_00,2015,26/11/2015,04:00:00,89.65,1.54,1.07,,8.1,11.38,,,10.73,,,0.05,0.07,23.42,,,,766.95,0.72,,
17526,6.44,BTM,BTM_26_11_2015_08_00_00,2015,26/11/2015,08:00:00,65.7,0.89,0.97,,10.77,12.61,,,12.86,,,0.05,0.16,27.46,,,,765.78,1.23,,
17527,2.82,BTM,BTM_26_11_2015_12_00_00,2015,26/11/2015,12:00:00,56.66,1.97,0.73,,9.78,7.89,,,8.72,,,0.14,0.08,28.77,,,,761.53,0.73,,
17528,5.43,BTM,BTM_26_11_2015_16_00_00,2015,26/11/2015,16:00:00,66.53,1.64,0.75,,6.12,11.82,,,12.77,,,,0.1,27.12,,,,763.41,1.5,,
17529,5.42,BTM,BTM_26_11_2015_20_00_00,2015,26/11/2015,20:00:00,75.63,1,0.94,,8.74,12.1,,,13.39,,,,0.12,25.99,,,,766.58,2.35,,
17530,2.55,BTM,BTM_27_11_2015_00_00_00,2015,27/11/2015,00:00:00,78.86,1.46,0.93,,9.06,7.96,,,9.29,,,0.4,0.06,25.33,,,,764.98,0.57,,
17531,2.98,BTM,BTM_27_11_2015_04_00_00,2015,27/11/2015,04:00:00,85.86,2.04,1,,8.06,7.19,,,7.04,,,,0.12,24.7,,,,764.48,0.33,,
17532,3.87,BTM,BTM_27_11_2015_08_00_00,2015,27/11/2015,08:00:00,64.37,1.17,0.96,,11.21,9.31,,,10.03,,,0.04,0.08,27.85,,,,763.66,0.35,,
17533,2.96,BTM,BTM_27_11_2015_12_00_00,2015,27/11/2015,12:00:00,44.34,1.79,0.83,,10.13,7.76,,,8.24,,,0.11,0.12,30.17,,,,758.09,0.52,,
17534,2.38,BTM,BTM_27_11_2015_16_00_00,2015,27/11/2015,16:00:00,45.34,1.99,0.7,,6.57,8.4,,,10.44,,,0.07,0.11,28.49,,,,760.03,0.78,,
17535,4.75,BTM,BTM_28_11_2015_08_00_00,2015,28/11/2015,08:00:00,54.18,2.76,1.16,,51.35,12.09,,,14.68,,,0.33,0.11,27.11,,,,766.06,0.87,,
17536,3.14,BTM,BTM_28_11_2015_12_00_00,2015,28/11/2015,12:00:00,40.62,4.09,0.85,,24.38,9.45,,,11.43,,,0.03,0.06,29.93,,,,761.96,0.73,,
17537,2.31,BTM,BTM_28_11_2015_16_00_00,2015,28/11/2015,16:00:00,54.41,0.23,0.01,,,7.99,,,10.84,,,0.24,0.09,27.13,,,,765.46,0.93,,
17538,2.27,BTM,BTM_28_11_2015_20_00_00,2015,28/11/2015,20:00:00,74.91,0.18,NA,,22.26,6.48,,,6.67,,,0.29,0.09,25.03,,,,769.53,0.47,,
17539,2.15,BTM,BTM_29_11_2015_00_00_00,2015,29/11/2015,00:00:00,88.46,0.1,0.02,,45.11,5.32,,,4.48,,,0.11,0.07,23.78,,,,768.42,0.16,,
17540,2.83,BTM,BTM_29_11_2015_04_00_00,2015,29/11/2015,04:00:00,89.43,0.02,0.03,,46.93,7.56,,,8.04,,,0.21,0.15,23.05,,,,767.89,0.16,,
17541,3.1,BTM,BTM_29_11_2015_08_00_00,2015,29/11/2015,08:00:00,78.76,,0.02,,78.35,7.25,,,6.98,,,0.23,0.1,26.16,,,,768.03,0.58,,
17542,2.99,BTM,BTM_29_11_2015_12_00_00,2015,29/11/2015,12:00:00,73.81,0.07,0.02,,17.49,6.73,,,6.1,,,0.28,0.14,27.52,,,,764.28,0.38,,
17543,3.31,BTM,BTM_29_11_2015_16_00_00,2015,29/11/2015,16:00:00,84.65,0.05,0.02,,1.85,7.65,,,7.48,,,0.26,0.07,25.58,,,,766.04,0.2,,
