"CENTRAL POLLUTION CONTROL BOARD",,,,,,
"CONTINUOUS AMBIENT AIR QUALITY",,,,,,
"Date :Tuesday, November 21, 2017",,,,,,
"Time :11:59:56 PM",,,,,,
,,,,,,
"State: Karnataka",,,,,,
"City: Bengaluru",,,,,,
"Station: BWSSB",,,,,,
"Parameter: SO2,CO,NO2,NO,NOx,NH3,Methane,NMHC,THC,Temp,RH,WS,WD,Vertical Wind S,S.Rad,Bar Pressure,Benzene,Toluene,Ethyl Benzene,M & P Xylene,O_Xylene,O3,PM2.5",,,,,,
"AvgPeriod: 24 Hours",,,,,,
"DateFrom: 01/05/2017",,,,,,
"DateTo: 31/08/2017",,,,,,
,,,,,,
"BWSSB ( Industrial Residential Rural and Other Area )",,,,,,
"Parameter","Date","Concentration","Unit","Prescribed Standard","Exceeding Standard? (Yes/No)","Remarks"
,"28/07/2017",0.3,"mg/m3","NA","NA",
,"29/07/2017",0.28,"mg/m3","NA","NA",
,"30/07/2017",0.3,"mg/m3","NA","NA",
,"31/07/2017",0.27,"mg/m3","NA","NA",
,"01/08/2017",0.25,"mg/m3","NA","NA",
,"02/08/2017",0.31,"mg/m3","NA","NA",
,"03/08/2017",0.32,"mg/m3","NA","NA",
,"04/08/2017",0.29,"mg/m3","NA","NA",
,"05/08/2017",0.3,"mg/m3","NA","NA",
,"06/08/2017",0.31,"mg/m3","NA","NA",
,"07/08/2017",0.29,"mg/m3","NA","NA",
,"08/08/2017",0.28,"mg/m3","NA","NA",
,"09/08/2017",0.27,"mg/m3","NA","NA",
,"10/08/2017",0.29,"mg/m3","NA","NA",
,"11/08/2017",0.31,"mg/m3","NA","NA",
,"12/08/2017",0.3,"mg/m3","NA","NA",
,"13/08/2017",0.31,"mg/m3","NA","NA",
,"14/08/2017",0.3,"mg/m3","NA","NA",
,"15/08/2017",0.3,"mg/m3","NA","NA",
,"16/08/2017",0.47,"mg/m3","NA","NA",
,"17/08/2017",0.3,"mg/m3","NA","NA",
,"18/08/2017",0.29,"mg/m3","NA","NA",
,"19/08/2017",0.32,"mg/m3","NA","NA",
,"20/08/2017",0.33,"mg/m3","NA","NA",
,"21/08/2017",0.33,"mg/m3","NA","NA",
,"22/08/2017",0.32,"mg/m3","NA","NA",
,"23/08/2017",0.29,"mg/m3","NA","NA",
,"24/08/2017",0.34,"mg/m3","NA","NA",
,"25/08/2017",0.32,"mg/m3","NA","NA",
,"26/08/2017",0.29,"mg/m3","NA","NA",
,"27/08/2017",0.32,"mg/m3","NA","NA",
,"28/08/2017",0.32,"mg/m3","NA","NA",
,"29/08/2017",0.33,"mg/m3","NA","NA",
,"30/08/2017",0.31,"mg/m3","NA","NA",
,"31/08/2017",0.33,"mg/m3","NA","NA",
"The Avearge value of Carbon Monoxide(CO) is 0.37 mg/m3",,,,,,
"There is No instance when data has exceeded Prescribed Standard of Carbon Monoxide(CO).",,,,,,
