CENTRAL POLLUTION CONTROL BOARD,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,
"Date :Monday, February 12, 2018",,,,,,,,
Time :5:40:16 PM,,,,,,,,
,,,,,,,,
State: Karnataka,,,,,,,,
City: Bengaluru,,,,,,,,
Station: BWSSB,,,,,,,,
"Parameter: SO2,CO,NO2,NO,NOx,NH3,Methane,NMHC,THC,Temp,RH,WS,WD,Vertical Wind S,S.Rad,Bar Pressure,Benzene,Toluene,Ethyl Benzene,M & P Xylene,O_Xylene,O3,PM2.5",,,,,,,,
AvgPeriod: 4 Hours,,,,,,,,
DateFrom: 01/01/2018,,,,,,,,
DateTo: 11/02/2018,,,,,,,,
TimeFrom: 12:00 AM,,,,,,,,
TimeTo: 11:45 PM,,,,,,,,
,,,,,,,,
BWSSB ( Industrial Residential Rural and Other Area ),,,,,,,,
Parameter,From (Time),To,Date,Concentration,Unit,Prescribed Standard,Exceeding Standard? (Yes/No),Remarks
,,(Time),,,,,,
,12:00:00,15:59:00,12/01/2018,71.66,deg,NA,NA,
,16:00:00,19:59:00,12/01/2018,80.39,deg,NA,NA,
,20:00:00,23:59:00,12/01/2018,71.41,deg,NA,NA,
,00:00:00,03:59:00,13/01/2018,84.64,deg,NA,NA,
,04:00:00,07:59:00,13/01/2018,89.78,deg,NA,NA,
,08:00:00,11:59:00,13/01/2018,59.96,deg,NA,NA,
,12:00:00,15:59:00,13/01/2018,58.47,deg,NA,NA,
,16:00:00,19:59:00,13/01/2018,79.67,deg,NA,NA,
,20:00:00,23:59:00,13/01/2018,67.55,deg,NA,NA,
,00:00:00,03:59:00,14/01/2018,89.63,deg,NA,NA,
,04:00:00,07:59:00,14/01/2018,88.93,deg,NA,NA,
,08:00:00,11:59:00,14/01/2018,71.3,deg,NA,NA,
,12:00:00,15:59:00,14/01/2018,60.55,deg,NA,NA,
,16:00:00,19:59:00,14/01/2018,67.36,deg,NA,NA,
,20:00:00,23:59:00,14/01/2018,74.4,deg,NA,NA,
,00:00:00,03:59:00,15/01/2018,79.84,deg,NA,NA,
,04:00:00,07:59:00,15/01/2018,82.29,deg,NA,NA,
,08:00:00,11:59:00,15/01/2018,72.8,deg,NA,NA,
,12:00:00,15:59:00,15/01/2018,60.46,deg,NA,NA,
,16:00:00,19:59:00,15/01/2018,79.9,deg,NA,NA,
,20:00:00,23:59:00,15/01/2018,78.68,deg,NA,NA,
,00:00:00,03:59:00,16/01/2018,82.88,deg,NA,NA,
,04:00:00,07:59:00,16/01/2018,77.1,deg,NA,NA,
,08:00:00,11:59:00,16/01/2018,76.39,deg,NA,NA,
,12:00:00,15:59:00,16/01/2018,44.02,deg,NA,NA,
,16:00:00,19:59:00,16/01/2018,42.72,deg,NA,NA,
,20:00:00,23:59:00,16/01/2018,69.14,deg,NA,NA,
,00:00:00,03:59:00,17/01/2018,78.68,deg,NA,NA,
,04:00:00,07:59:00,17/01/2018,86.84,deg,NA,NA,
,08:00:00,11:59:00,17/01/2018,84.62,deg,NA,NA,
,12:00:00,15:59:00,17/01/2018,36.74,deg,NA,NA,
,16:00:00,19:59:00,17/01/2018,43.88,deg,NA,NA,
,20:00:00,23:59:00,17/01/2018,74.33,deg,NA,NA,
,00:00:00,03:59:00,18/01/2018,83.88,deg,NA,NA,
,04:00:00,07:59:00,18/01/2018,90.41,deg,NA,NA,
,08:00:00,11:59:00,18/01/2018,65.99,deg,NA,NA,
,12:00:00,15:59:00,18/01/2018,36.25,deg,NA,NA,
,16:00:00,19:59:00,18/01/2018,65.99,deg,NA,NA,
,20:00:00,23:59:00,18/01/2018,65.83,deg,NA,NA,
,00:00:00,03:59:00,19/01/2018,74.5,deg,NA,NA,
,04:00:00,07:59:00,19/01/2018,84.93,deg,NA,NA,
,08:00:00,11:59:00,19/01/2018,61.68,deg,NA,NA,
,12:00:00,15:59:00,19/01/2018,67.53,deg,NA,NA,
,16:00:00,19:59:00,19/01/2018,73.33,deg,NA,NA,
,20:00:00,23:59:00,19/01/2018,77.07,deg,NA,NA,
,00:00:00,03:59:00,20/01/2018,74.96,deg,NA,NA,
,04:00:00,07:59:00,20/01/2018,78.59,deg,NA,NA,
,08:00:00,11:59:00,20/01/2018,60.57,deg,NA,NA,
,12:00:00,15:59:00,20/01/2018,63.87,deg,NA,NA,
,16:00:00,19:59:00,20/01/2018,84.39,deg,NA,NA,
,20:00:00,23:59:00,20/01/2018,79.76,deg,NA,NA,
,00:00:00,03:59:00,21/01/2018,82.98,deg,NA,NA,
,04:00:00,07:59:00,21/01/2018,79.15,deg,NA,NA,
,08:00:00,11:59:00,21/01/2018,57.76,deg,NA,NA,
,12:00:00,15:59:00,21/01/2018,72.06,deg,NA,NA,
,16:00:00,19:59:00,21/01/2018,72.72,deg,NA,NA,
,20:00:00,23:59:00,21/01/2018,81.26,deg,NA,NA,
,00:00:00,03:59:00,22/01/2018,69.82,deg,NA,NA,
,04:00:00,07:59:00,22/01/2018,78.79,deg,NA,NA,
,08:00:00,11:59:00,22/01/2018,64.3,deg,NA,NA,
,12:00:00,15:59:00,22/01/2018,56.53,deg,NA,NA,
