"CENTRAL POLLUTION CONTROL BOARD",,,,,,
"CONTINUOUS AMBIENT AIR QUALITY",,,,,,
"Date :Tuesday, November 21, 2017",,,,,,
"Time :11:57:04 PM",,,,,,
,,,,,,
"State: Karnataka",,,,,,
"City: Bengaluru",,,,,,
"Station: Peenya",,,,,,
"Parameter: SO2,CO,NO2,NO,NOx,NH3,CH4,NMHC,THC,Temp,RH,WIND SPEED S,WIND DIR S,Vertical Wind S,SOLAR RAD,Bar Pressure,Benzene,Toluene,Ethyl Benzene,M & P Xylene,O_Xylene,ozone,PM2.5",,,,,,
"AvgPeriod: 24 Hours",,,,,,
"DateFrom: 01/05/2017",,,,,,
"DateTo: 31/08/2017",,,,,,
,,,,,,
"Peenya ( Industrial Residential Rural and Other Area )",,,,,,
"Parameter","Date","Concentration","Unit","Prescribed Standard","Exceeding Standard? (Yes/No)","Remarks"
,"07/08/2017",10.82,"ppb","NA","NA",
,"08/08/2017",10.92,"ppb","NA","NA",
,"09/08/2017",10.97,"ppb","NA","NA",
,"10/08/2017",10.93,"ppb","NA","NA",
,"11/08/2017",10.43,"ppb","NA","NA",
,"14/08/2017",12.07,"ppb","NA","NA",
,"15/08/2017",9.91,"ppb","NA","NA",
,"16/08/2017",10.86,"ppb","NA","NA",
,"17/08/2017",10.94,"ppb","NA","NA",
,"18/08/2017",11.11,"ppb","NA","NA",
,"19/08/2017",10.74,"ppb","NA","NA",
,"20/08/2017",10.37,"ppb","NA","NA",
,"21/08/2017",10.73,"ppb","NA","NA",
,"22/08/2017",10.36,"ppb","NA","NA",
,"23/08/2017",10.21,"ppb","NA","NA",
,"24/08/2017",10.32,"ppb","NA","NA",
,"25/08/2017",10.03,"ppb","NA","NA",
,"26/08/2017",11.59,"ppb","NA","NA",
,"27/08/2017",9.91,"ppb","NA","NA",
,"28/08/2017",10.15,"ppb","NA","NA",
,"29/08/2017",10.61,"ppb","NA","NA",
,"30/08/2017",10.62,"ppb","NA","NA",
,"31/08/2017",10.9,"ppb","NA","NA",
"The Avearge value of Oxides of Nitrogen(NOx) is 19.47 ppb",,,,,,
"There is No instance when data has exceeded Prescribed Standard of Oxides of Nitrogen(NOx).",,,,,,
